site,monitor,date,start_hour,value,variable,units,quality,prelim,name,latitude,longitude,obs_type,monitoring_id,flag,time
52523,3247,10/28/2017,15,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 15:00
52524,3247,10/28/2017,16,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 16:00
52525,3247,10/28/2017,17,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 17:00
52526,3247,10/28/2017,18,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 18:00
52527,3247,10/28/2017,19,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 19:00
52528,3247,10/28/2017,20,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 20:00
52529,3247,10/28/2017,21,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 21:00
52530,3247,10/28/2017,22,19,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 22:00
52531,3247,10/28/2017,23,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/28/2017 23:00
52532,3247,10/29/2017,0,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 0:00
52533,3247,10/29/2017,1,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 1:00
52534,3247,10/29/2017,2,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 2:00
52535,3247,10/29/2017,3,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 3:00
52536,3247,10/29/2017,4,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 4:00
52537,3247,10/29/2017,5,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 5:00
52538,3247,10/29/2017,6,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 6:00
52539,3247,10/29/2017,7,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 7:00
52540,3247,10/29/2017,8,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 8:00
52541,3247,10/29/2017,9,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 9:00
52542,3247,10/29/2017,10,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 10:00
52543,3247,10/29/2017,11,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 11:00
52544,3247,10/29/2017,12,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 12:00
52545,3247,10/29/2017,13,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 13:00
52546,3247,10/29/2017,14,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 14:00
52547,3247,10/29/2017,15,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 15:00
52548,3247,10/29/2017,16,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 16:00
52549,3247,10/29/2017,17,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 17:00
52550,3247,10/29/2017,18,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 18:00
52551,3247,10/29/2017,19,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 19:00
52552,3247,10/29/2017,20,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 20:00
52553,3247,10/29/2017,21,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 21:00
52554,3247,10/29/2017,22,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 22:00
52555,3247,10/29/2017,23,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/29/2017 23:00
52556,3247,10/30/2017,0,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 0:00
52557,3247,10/30/2017,1,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 1:00
52558,3247,10/30/2017,2,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 2:00
52559,3247,10/30/2017,3,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 3:00
52560,3247,10/30/2017,4,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 4:00
52561,3247,10/30/2017,5,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 5:00
52562,3247,10/30/2017,6,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 6:00
52563,3247,10/30/2017,7,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 7:00
52564,3247,10/30/2017,9,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 9:00
52565,3247,10/30/2017,10,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 10:00
52566,3247,10/30/2017,11,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 11:00
52567,3247,10/30/2017,12,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 12:00
52568,3247,10/30/2017,13,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 13:00
52569,3247,10/30/2017,14,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 14:00
52570,3247,10/30/2017,15,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 15:00
52571,3247,10/30/2017,16,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 16:00
52572,3247,10/30/2017,17,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 17:00
52573,3247,10/30/2017,18,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 18:00
52574,3247,10/30/2017,19,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 19:00
52575,3247,10/30/2017,20,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 20:00
52576,3247,10/30/2017,21,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 21:00
52577,3247,10/30/2017,22,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 22:00
52578,3247,10/30/2017,23,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/30/2017 23:00
52579,3247,10/31/2017,0,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 0:00
52580,3247,10/31/2017,1,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 1:00
52581,3247,10/31/2017,2,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 2:00
52582,3247,10/31/2017,3,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 3:00
52583,3247,10/31/2017,4,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 4:00
52584,3247,10/31/2017,5,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 5:00
52585,3247,10/31/2017,6,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 6:00
52586,3247,10/31/2017,7,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 7:00
52587,3247,10/31/2017,8,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 8:00
52588,3247,10/31/2017,9,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 9:00
52589,3247,10/31/2017,10,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 10:00
52590,3247,10/31/2017,11,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 11:00
52591,3247,10/31/2017,12,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 12:00
52592,3247,10/31/2017,13,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 13:00
52593,3247,10/31/2017,14,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 14:00
52594,3247,10/31/2017,15,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 15:00
52595,3247,10/31/2017,16,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 16:00
52596,3247,10/31/2017,17,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 17:00
52597,3247,10/31/2017,18,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 18:00
52598,3247,10/31/2017,19,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 19:00
52599,3247,10/31/2017,20,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 20:00
52600,3247,10/31/2017,21,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 21:00
52601,3247,10/31/2017,22,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 22:00
52602,3247,10/31/2017,23,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,10/31/2017 23:00
52603,3247,11/1/2017,0,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 0:00
52604,3247,11/1/2017,1,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 1:00
52605,3247,11/1/2017,2,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 2:00
52606,3247,11/1/2017,3,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 3:00
52607,3247,11/1/2017,4,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 4:00
52608,3247,11/1/2017,5,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 5:00
52609,3247,11/1/2017,6,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 6:00
52610,3247,11/1/2017,7,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 7:00
52611,3247,11/1/2017,8,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 8:00
52612,3247,11/1/2017,9,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 9:00
52613,3247,11/1/2017,10,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 10:00
52614,3247,11/1/2017,11,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 11:00
52615,3247,11/1/2017,12,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 12:00
52616,3247,11/1/2017,13,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 13:00
52617,3247,11/1/2017,14,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 14:00
52618,3247,11/1/2017,15,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 15:00
52619,3247,11/1/2017,16,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 16:00
52620,3247,11/1/2017,17,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 17:00
52621,3247,11/1/2017,18,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 18:00
52622,3247,11/1/2017,19,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 19:00
52623,3247,11/1/2017,20,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 20:00
52624,3247,11/1/2017,21,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 21:00
52625,3247,11/1/2017,22,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 22:00
52626,3247,11/1/2017,23,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Oakland-9925 International Blvd,37.74306,-122.16994,H,NA,NA,11/1/2017 23:00
53025,2373,10/1/2017,0,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 0:00
53026,2373,10/1/2017,1,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 1:00
53027,2373,10/1/2017,2,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 2:00
53028,2373,10/1/2017,3,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 3:00
53029,2373,10/1/2017,4,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 4:00
53030,2373,10/1/2017,5,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 5:00
53031,2373,10/1/2017,6,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 6:00
53032,2373,10/1/2017,10,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 10:00
53033,2373,10/1/2017,11,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 11:00
53034,2373,10/1/2017,12,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 12:00
53035,2373,10/1/2017,13,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 13:00
53036,2373,10/1/2017,14,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 14:00
53037,2373,10/1/2017,15,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 15:00
53038,2373,10/1/2017,16,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 16:00
53039,2373,10/1/2017,17,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 17:00
53040,2373,10/1/2017,18,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 18:00
53041,2373,10/1/2017,19,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 19:00
53042,2373,10/1/2017,20,21,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 20:00
53043,2373,10/1/2017,21,19,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 21:00
53044,2373,10/1/2017,22,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 22:00
53045,2373,10/1/2017,23,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/1/2017 23:00
53046,2373,10/2/2017,0,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 0:00
53047,2373,10/2/2017,1,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 1:00
53048,2373,10/2/2017,2,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 2:00
53049,2373,10/2/2017,3,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 3:00
53050,2373,10/2/2017,4,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 4:00
53051,2373,10/2/2017,5,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 5:00
53052,2373,10/2/2017,6,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 6:00
53053,2373,10/2/2017,7,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 7:00
53054,2373,10/2/2017,8,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 8:00
53055,2373,10/2/2017,9,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 9:00
53056,2373,10/2/2017,10,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 10:00
53057,2373,10/2/2017,11,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 11:00
53058,2373,10/2/2017,12,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,San Francisco-Arkansas Street,37.766109,-122.397781,H,NA,NA,10/2/2017 12:00
