site,monitor,date,start_hour,value,variable,units,quality,prelim,name,latitude,longitude,obs_type,monitoring_id,flag,time
65730,3678,10/6/2017,8,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 8:00
65731,3678,10/6/2017,9,1001,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),4,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 9:00
65732,3678,10/6/2017,10,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 10:00
65733,3678,10/6/2017,11,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 11:00
65734,3678,10/6/2017,12,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 12:00
65735,3678,10/6/2017,13,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 13:00
65736,3678,10/6/2017,14,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 14:00
65737,3678,10/6/2017,15,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 15:00
65738,3678,10/6/2017,16,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 16:00
65739,3678,10/6/2017,17,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 17:00
65740,3678,10/6/2017,18,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 18:00
65741,3678,10/6/2017,19,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 19:00
65742,3678,10/6/2017,20,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 20:00
65743,3678,10/6/2017,21,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 21:00
65744,3678,10/6/2017,22,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 22:00
65745,3678,10/6/2017,23,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/6/2017 23:00
65746,3678,10/7/2017,0,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 0:00
65747,3678,10/7/2017,1,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 1:00
65748,3678,10/7/2017,2,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 2:00
65749,3678,10/7/2017,3,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 3:00
65750,3678,10/7/2017,4,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 4:00
65751,3678,10/7/2017,5,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 5:00
65752,3678,10/7/2017,6,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 6:00
65753,3678,10/7/2017,7,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 7:00
65754,3678,10/7/2017,8,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 8:00
65755,3678,10/7/2017,9,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 9:00
65756,3678,10/7/2017,10,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 10:00
65757,3678,10/7/2017,11,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 11:00
65758,3678,10/7/2017,12,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 12:00
65759,3678,10/7/2017,13,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 13:00
65760,3678,10/7/2017,14,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 14:00
65761,3678,10/7/2017,15,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 15:00
65762,3678,10/7/2017,16,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 16:00
65763,3678,10/7/2017,17,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 17:00
65764,3678,10/7/2017,18,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 18:00
65765,3678,10/7/2017,19,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 19:00
65766,3678,10/7/2017,20,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 20:00
65767,3678,10/7/2017,21,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 21:00
65768,3678,10/7/2017,22,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 22:00
65769,3678,10/7/2017,23,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/7/2017 23:00
65770,3678,10/8/2017,0,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 0:00
65771,3678,10/8/2017,1,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 1:00
65772,3678,10/8/2017,2,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 2:00
65773,3678,10/8/2017,3,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 3:00
65774,3678,10/8/2017,4,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 4:00
65775,3678,10/8/2017,5,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 5:00
65776,3678,10/8/2017,6,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 6:00
65777,3678,10/8/2017,7,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 7:00
65778,3678,10/8/2017,8,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 8:00
65779,3678,10/8/2017,9,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 9:00
65780,3678,10/8/2017,10,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 10:00
65781,3678,10/8/2017,11,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 11:00
65782,3678,10/8/2017,12,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 12:00
65783,3678,10/8/2017,13,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 13:00
65784,3678,10/8/2017,14,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 14:00
65785,3678,10/8/2017,15,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 15:00
65786,3678,10/8/2017,16,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 16:00
65787,3678,10/8/2017,17,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 17:00
65788,3678,10/8/2017,18,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 18:00
65789,3678,10/8/2017,19,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 19:00
65790,3678,10/8/2017,20,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 20:00
65791,3678,10/8/2017,21,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 21:00
65792,3678,10/8/2017,22,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 22:00
65793,3678,10/8/2017,23,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/8/2017 23:00
65794,3678,10/9/2017,0,25,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 0:00
65795,3678,10/9/2017,1,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 1:00
65796,3678,10/9/2017,2,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 2:00
65797,3678,10/9/2017,3,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 3:00
65798,3678,10/9/2017,4,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 4:00
65799,3678,10/9/2017,5,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 5:00
65800,3678,10/9/2017,6,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 6:00
65801,3678,10/9/2017,7,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 7:00
65802,3678,10/9/2017,8,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 8:00
65803,3678,10/9/2017,9,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 9:00
65804,3678,10/9/2017,10,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 10:00
65805,3678,10/9/2017,11,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 11:00
65806,3678,10/9/2017,12,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 12:00
65807,3678,10/9/2017,13,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 13:00
65808,3678,10/9/2017,14,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 14:00
65809,3678,10/9/2017,15,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 15:00
65810,3678,10/9/2017,16,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 16:00
65811,3678,10/9/2017,17,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 17:00
65812,3678,10/9/2017,18,21,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 18:00
65813,3678,10/9/2017,19,33,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 19:00
65814,3678,10/9/2017,20,62,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 20:00
65815,3678,10/9/2017,21,103,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 21:00
65816,3678,10/9/2017,22,138,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 22:00
65817,3678,10/9/2017,23,145,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/9/2017 23:00
65818,3678,10/10/2017,0,170,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 0:00
65819,3678,10/10/2017,1,129,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 1:00
65820,3678,10/10/2017,2,127,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 2:00
65821,3678,10/10/2017,3,128,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 3:00
65822,3678,10/10/2017,4,140,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 4:00
65823,3678,10/10/2017,5,142,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 5:00
65824,3678,10/10/2017,6,177,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 6:00
65825,3678,10/10/2017,7,222,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 7:00
65826,3678,10/10/2017,8,220,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 8:00
65827,3678,10/10/2017,9,174,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 9:00
65828,3678,10/10/2017,10,218,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 10:00
65829,3678,10/10/2017,11,131,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 11:00
65830,3678,10/10/2017,12,61,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 12:00
65831,3678,10/10/2017,13,46,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 13:00
65832,3678,10/10/2017,14,64,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 14:00
65833,3678,10/10/2017,15,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 15:00
65834,3678,10/10/2017,16,55,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 16:00
65835,3678,10/10/2017,17,92,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 17:00
65836,3678,10/10/2017,18,150,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 18:00
65837,3678,10/10/2017,19,261,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 19:00
65838,3678,10/10/2017,20,158,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 20:00
65839,3678,10/10/2017,21,227,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 21:00
65840,3678,10/10/2017,22,128,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 22:00
65841,3678,10/10/2017,23,207,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/10/2017 23:00
65842,3678,10/11/2017,0,242,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 0:00
65843,3678,10/11/2017,1,138,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 1:00
65844,3678,10/11/2017,2,255,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 2:00
65845,3678,10/11/2017,3,437,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 3:00
65846,3678,10/11/2017,4,404,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 4:00
65847,3678,10/11/2017,5,398,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 5:00
65848,3678,10/11/2017,6,389,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 6:00
65849,3678,10/11/2017,7,369,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 7:00
65850,3678,10/11/2017,8,45,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 8:00
65851,3678,10/11/2017,9,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 9:00
65852,3678,10/11/2017,10,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 10:00
65853,3678,10/11/2017,11,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 11:00
65854,3678,10/11/2017,12,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 12:00
65855,3678,10/11/2017,13,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 13:00
65856,3678,10/11/2017,14,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 14:00
65857,3678,10/11/2017,15,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 15:00
65858,3678,10/11/2017,16,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 16:00
65859,3678,10/11/2017,17,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 17:00
65860,3678,10/11/2017,18,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 18:00
65861,3678,10/11/2017,19,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 19:00
65862,3678,10/11/2017,20,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 20:00
65863,3678,10/11/2017,21,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 21:00
65864,3678,10/11/2017,22,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 22:00
65865,3678,10/11/2017,23,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/11/2017 23:00
65866,3678,10/12/2017,0,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 0:00
65867,3678,10/12/2017,1,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Vacaville-Ulatis Drive,38.356667,-121.95,H,NA,NA,10/12/2017 1:00
